content,score,upvotes
hər şey əladı,5,0
cox pis isleyir,5,1
həftədə 1 dəfəm əla sürpriz qazanma şansı ,5,90
evveller pis idi ama indi yaxsidir,5,0
eladı mence,5,0
gözəl və sərfəli proqramdır,5,0
internet sərfəlidir sürətlidir,1,1
əla ,5,0
könüllü,5,0
bəyənirəm,5,0
salan qeydiyyatdan kecmek isteyirem identifikasiya nomresinin sehv oldugunu bildirir xahis edirem komeklik edin,1,0
saam 1 ulduzda hele coxdu kartimdan her gun 437 azn cixir getis etmeden,1,0
bəyəndim yararlı tədbiqdir,5,0
hele indi yukluyurem,5,0
əla,5,0
keşləyə catdirilma niye yoxdu,1,6
əla,5,0
əla,5,0
çox gözəl,5,0
super keyfiyeti yüksək,5,1
belede pis deyil ama serfeli internet paketi yoxdu,5,0
acilmir,1,2
əla,5,0
əla,5,0
əla,5,0
çox sağolun ,5,1
tətbiq rahat sadə və çox əlverişlidir digər bank proqramları belə olsa daha yaxşı olar,5,0
çox əladı ,5,0
cox gozel,5,0
əladır,5,0
çox əla super,5,0
əla,5,0
poxdur silin cərimə rayonlarada çatdırma yoxdur,1,0
gözəl əlləriniz  var olsun azərsell ,5,0
əla,5,0
banka aid bütün işlərimi buradan çox asanlıqla əziyyətsiz və vaxt itirmədən idarə edirəm bütün göstəricilərdə olduğu kimi proqram təminatı işi də yüksək səviyyədə təşkil olunması çox məmnuniyyət vericidir,5,0
istifadə edirdim 3gündür nə qədər çalışıram açılmır dəfələrlə yenidən yükləyirəm açılmır niyə belə olub ,5,0
mükəmməl ,5,2
siz supersiz ama ki menim telemde niyese praqram ceki skrin etmir belke sebebin siz bilesiz mene komek edesiz,5,10
çox gözəl bir sayittir,5,2
çox super tətbiqidir,5,0
tətbiqin olması çox yaxşıdır bütün olan bitən əməliyyatlardan xəbərin olur bankın bir xüsusiyyətini bəyənmədim oda ki karta ödəniş edəndə bir gün sonra balansda əks olunur,4,1
çox pisdi azercel hamının evin yıxır bərbadı pıraqram ,1,0
əla proqramdı,5,0
əla cox yaxşı və 5,5,0
çox gözəl ela xoşum gəldi,5,1
əladı sürücü,5,0
allah belasini versin bu proqrami icad edənləridə əsasda reklamini verənlərində  piçlər orospu çocuklari  qanim qaralir qaniniza işəsinlər  bu proqramı acığa yüklədimki söyə bilim sizi səviyyəsilər bu proqramin yiyəsi qəhibə balası ermənilərdir  və uberdə işləyənlərin maaşının çox hissəsi ermənilərə gedir,1,6
yaxşıdı amma proqram çətin istifadə edilir,4,0
əla tətbiqdir,5,0
əla,5,0
salam necəsiz axşamınız xeyir mən dəfələrcə lalafoaz sayıtını yükləmişəm  güncəlləmə eləmişəm nə şəkil qoymuşamsa heç nə satılmır  satmağa görə isə kodu da yazıram belə qəbul eləmir lalafoaz sayıtında isə özümə iş axtarıram öz şəkilimi qoyuram heç nə iş zadd çıxmır mənə görən niyə siz bəlkə bilərsiz ,1,0
yenilənmir,1,0
əla,4,0
əla,5,0
yaxşı tətbiqidir xoşuma gəlir,5,0
əla,5,0
əla,5,0
çox gözəl,5,1
bəyəndim,5,0
əla,5,0
çox yaxşı proqram,5,0
əla,5,0
praqrama hər dəfə girdiyimdə  xəta baş verdi  yenidən cəhd edin  yazır bunu düzəltsəz əla olar,3,0
meni deaktiv etmisiz xaiw edirem duzeldin,5,4
başqa bankın kartın almaqdansa gedin rabitə bank kartın alın superdir faiz tutmur həmdə sərfəlidir,5,0
mastercard almışam hər ay 2 dəfə 40 qəpik çıxır sms ə görə başqa banklarda sms pulsuzdu bunlar da 40 qəpik olmağı bir yana  hələ bir 2 dəfə çıxırlar olur 80 qəpik operatora da vap şe zəng etmək mümkün deyil saatlarla xəttdə gözləyirsən beynəxalq bankın xidməti sıfır vəziyyətdədi çox piss,1,0
çağırılan ünvana tez gelirler tetbiqin istifadeside çox rahatdir,5,0
cox eladir hamiya tovsiye edirem her alis verisde 3 kesbek verir,5,0
neçə gündür proqrama girə bilmirəm sildim təkrar yüklədim yenə vəziyyət eynidir,1,1
gozdl proqram,5,0
çox gözəl tətbiqdir,5,0
elaadi mence,5,0
əla,5,0
əla,5,0
bonusların istifadə müddəti çox olsa daha yaxşı olar ,4,0
əla,5,0
əla,5,0
əla,4,0
zibili duzeldinde adam eseblewir hansi ban novunu axtarirsan hamisina 10000 elan tapildi yazilir,5,8
salam mənde yüklənmedi neden olar açmır kartı,1,1
əla,5,0
hələki pis deyil deməy olarki vaxdında çadı,5,5
gözəldir amma mb ların vaxtı çox olsaydı daha gözəl olardı,5,0
apar tulla bu tətbiqi bezdim bu kartdan daha,1,0
nara nə vaxt çarx gelecek arselsel kimi,4,0
əla,5,0
men eleqe saxladım amma aparetur cavab vermir fesbukdada yazdim gene isdemir yazilir sərvətlər eleqr saxlamaq olmur,1,0
pis deyil,5,0
salam mende samsung a 71 dir ve yenileme gelmir praqrama teklifler bolmesinde avans secimi yoxdur,5,0
salam menim telfonum farmat verdi əvəlki seyfiye qayida bilmirem nə ede bilərem qayidasin,3,0
proqram acilmir aylardir,3,0
yaxşı,5,0
tamkart ödeniş cədvəli də duzəlsə əla proqramdi,4,0
əvvəl karta girəndə sazlamalar bölməsi vardı indi yoxdu ona harda girmək olur indi,5,0
salam bir bank kartını qeydiyyatdan keçirirəm yazılır server xetası xahiş edirəm bərpa edin,5,1
əla,5,0
əla,5,0
qiymətlər normaldi ama xəritədə çətinliy verir o biri xəritələrnən düz gəlmir,3,0
toplanılan bonuslarla alınmış internet və danışıq dəqiqələri ilk olaraq istifadə olunmasını təklif və tələb edirəm çünki əks təqdirdə mənasız yerə istifadə olunmadan bir günlük zaman çərçivəsində silinib gedirlər,5,6
azerbaycanda demek olar kicoxlu elan saytlari varamma tapaz kimi rahat ve baximli olani yoxdu,5,1
proqram donmasa yaxsi olar,5,0
pis deyil yaxşı demək olar,2,0
əla,5,0
çox gözəl,5,0
əla programdıristənilən maşın rahatlıqla tapıla bilər,5,5
əla belə proqram gorməmşəm  5  ulduz verdimm,5,0
gözəl praqram,5,0
əla,4,1
bir ulduzda vermək düşmürbu nə tətbiqdirtətbiq cavab veemir bir şey bilir tətbiq cavab vermir,1,0
çox pis aldadırlar,1,0
çox qəşəng işləyir yaxşıki nar  var,5,0
əla,5,2
maraqlı və sərfəlidir,5,0
çox rahat işləyir,5,0
əladı,5,0
cox pis hedsiz pis kapital bank sizden milyon milyard defe yaxsidi kapitalin tozuda deyilsiz,1,1
cox gozekdi,5,0
çox gözəl məsləhətlidi,5,0
əla proqramdır,5,3
çooox pis,1,0
əla,5,0
yaxşıdır beyenirem kimin emeyi kecib teşekkůr,5,0
superdirbütün xidmətlərdən razıyamhamıya tövsiyyə edirəm,5,0
əla,5,0
mən kartı istofadə edə bilmirəm ancaq səhvdi deyir necə edim,1,0
həftəsonunun intenet gücün gucləndirsəniz yaxşı yoxsa qalan şey yaxşıdı tez əncam eliyin,1,3
çox superdi,5,0
əla,5,0
super tətbiqidir,5,0
bəs reklam edirsiz yeni tətbiqi yüklədikdə 5gb internet paketi hədiyyə edirsiz nə oldu,1,0
çox gözəl asan və sürətli,5,0
çox gözəl,5,0
yaxsi bir seydi 1 esyami satmisam ancaq o yenileme yemi qaldir mene catmir,5,1
yaxsi,5,0
cox gozel,5,0
salammən kodu yazıb niyə proqrama daxil ola bilmirəm,5,0
cox razi qaldim,5,0
pis proqramdır səhvlər çoxdur,1,1
sadə,5,0
artığ 6 ildir ki bu proqramın istifadəçisiyəm və çox bəyənirəm,4,0
əla,5,0
girirsən 1 gunən sora istf adi yanlisdi deyir soxum bunun icinə,1,5
cox pis  aplikasiya islemir esas da fin kod ile qeydiyyat bolmesi emelli basdi berbad veziyetdedi,1,0
azəronline olsaydı lap yaxşı olardı,5,3
əlaqə,5,0
niyə çarx fırlanmır yoxa çıxıb,5,0
şebeke ela internet tutumu ela kompanıyalar super,5,0
çox sağ oı,5,1
çox əladır,5,0
salam ən son güncəlləmə çox bərbaddır donur hər dəqiqə keçidlər gecikir interfeys kalkulyatora oxşayır çox göz yorur xahiş edirəm təcili tədbir görün ,1,1
əla,5,0
ela proqramdi,5,0
əlinizdən film və ya video izləmək olmur ancaq reklamınız gəlir əl çəkin də bu nə deməkdi mən məcburam görüm bunları ,1,3
çox gözəldi ələrinizə sağlıq,5,0
cox gözəldir,5,0
çox pidi,1,0
əla,5,0
bu tətbiq çox gözəldir,5,0
əla,5,0
superdir twk bu proqram ucun ama birazda yenilenmeler olsa super olar bezi unvanlari tapa bilmir,5,4
çox pis bankıdır qaziyə vətən müharibəsi əlilinə hörmət qoymayan bankıdır,1,1
əladır amma cin nömrəyə yəni bakcellə kontur yükləmək olsa super olar,5,12
superdi təşəkkürlər,5,0
ela proqramdir,5,0
dostlar bu pulnandi deyin zehmet olmasa,5,0
çox rahat,5,0
əla,5,0
nəğd alış olsun çox xaiş edirəm,5,0
əla,5,0
çox gözəl,5,0
yaxsi proqramdir amma tez tez problem yaşayiram nə barmaq izi ilənə də parol ilə sistemə daxil ola bilmirəm tətbiqə daxil ola bilmirsiniz secib yenidən daxil olmaq istəyndə isə yazir ki bu kart ilə basqa qeydiyaat movcuddur bu problemi aradan qaldirsaniz yaxsi olar,1,0
salam 5 manatliq yolu pulsuz getmek isteyirsizse aksiyalar yerine  57vlcv yazin ve 5 azn qazanin bonus menen size hediye inanmirsiz yoxlayin razi qalin cox gozel xidmeti razi qaldim bolt artiq ailemden biridir 5 ulduz ela super super super əla bəyəndim ,5,36
indi yükləyirəm amma əvvəl yükləmişdim çox yaxşıdı,5,0
yaxşıdı,5,0
düzəldicox sağ olum,4,0
çox gözəl iki nömrəmin ikisidə nardır,5,0
ela bir tetbiqdir tovsye edrem her kese,5,166
əla,5,0
əladır superdir mükəməl,5,0
bugunden etibaren programa girmek olmur silib yukledim yene alinmir sebeb nedi,1,0
çox gözəl,5,0
cox gözəldi ,5,0
əla və sərfəli,5,1
bizim brendbu çox elədiistifade edin görərsiniz faydasınıbu həqiqətdir,5,0
əla,5,0
cox ela proqramdir ,5,0
ela cox gözəl bir lahiyedi,5,0
yaxşıdı,5,0
əla hər şey rahatlıqla görmək mümkündü ,5,0
super təşəkkürlər azercell,5,0
ela hamiya meslehet gorurem cox super asan idare olunan serfeli kartdi,5,0
qəsəng,5,0
salam3d secure necə yükləmək olarvə yaxud bu haqda məlumatı hardan öyrənə bilərəm,5,0
cox gozel proqramdir cox beyeniremher kese tovsiye edirem,5,0
qeydiyyatdan keçe bilmirem kartın da yoxdu,1,0
çox gozeldir,5,0
mükəmməl,5,0
əla,5,0
mənə bankdan kod gəlmir pul ata bilmirəm,3,0
proqramı dəyişib yenidən yığılmağa görə təşəkkür edirəm yaxşı yığılıb yaxşıda işləyir hələki problemlə üzləşməmişəm köhnə praqramda donmalar tez tez baş verirdi inşallah bunda baş verməz,5,56
əladı amma hedyelere düzəliş edilse yaxşı olar,4,0
cox bəyədim,5,1
menim deyerli bankim,5,0
hər şey yaxşıdıama kartdakı vəsaiti göstərmir,3,0
əla,5,0
biraz awibka verir tez tez yeniden cehd istiyir bunada duzeliw edin xaiw edirem,4,3
bir çox funksiya işləmironlayn çat nömrənin idarə edilməsi funksiyaları kimi,1,0
mənə görə superdi,5,0
rahat istifadə kartıama alış veriş etmişəm gözləyirəm ki kartın balansına hər 30 manatlıq alışa görə 150 manat nə vaxt kartın hesabına oturacaq,5,0
niye melumat vermirsiz ki menim elanlarim niye derc edilmir  ezyet cekib elan yerlesdirem 1 2 gunden sonra hamsi atkaz gelir neden hara muraciet etmeliyik,2,0
çox yaxşıdır gözlədiyim vaxtdan daha tez çatdırılır,5,2
çox yaxşı,5,0
superdi həyqətəndə bəzən kontur almağa pul olmur meqabayt verir çox gözəldi,5,0
çox pis sizin xidmetinizden istifade edirdim saat 9 dan oturub sifariş edirem sürücüləriniz evvelce sifarişi qebul edir gelib 5 deqliy yolda imtina edirler gelmirlerse evvelceden qebul etmesinlər,1,0
salam mən m10 yuklemisem qeydiyyatdan da keçmişəm lakin proqrama girmir yaddaşda da belə problem yoxdu,1,2
yol getdiyin yerdə yazır gprs zeyifdi xətdən itir bır köməklik göstərsez yaxwi olar,1,2
ela sevdim bu proqrami,5,3
yaxşıdı ,5,0
əladlr,5,0
salam dəyər veriləsi bir vasitədir həm vaxta qənaət olunur həmdə üzücü növbələrdən can qurtarandır əməliyyatlar barədə daxil olan məlumatlarda ki öz yerində alternativ digər kartlarıda burda istifadə etmək olsaydı məqsədəuyğun olardı yaxın ətrafımda tanıdıqlarım əksəriyyət bu tətbiqdən uğurla istifadə edirlər təşəkkürlər birbank,5,0
bele proqrami yuklemeye deymezbu ne cur proqramdi bele qeydiyyatdan kecmey olar kecennen sonra bele giriw etmey ucun problem yaranr,1,12
əla,5,0
bank respublikadan daha yaxşıdır,5,0
iki gündür app giriş etmek olmur problem tez bir zamanda həll olunsa yaxşı olar,1,0
əla mən razı qaldim,5,0
əla,5,0
könüllü,5,0
bele de arada cox qiymet yazir,2,1
əla,5,0
əla,5,0
salam 190 manat necə öyrənmək olar rabitə bankən kartidi,5,1
kartdan karta pul köçürməkdə cətinlik çəkirəm  kömək edərdiz zəhmət olmasa,3,0
salam mende birbankdan qeydiyatdan kece bilmirem,5,0
əla,5,0
ayxan mamedov,5,0
bəyəndim ,5,0
salam bu praqram yuklesem kartima pul kecdikde mene bildiris geləcey birdeki nece edimki basqa yere yeni praqrama girende pul cixilmasin ,5,0
əla tətbiqdir,5,0
ədv məbləği neçə həftədir ki gözləyən məbləğdə qalıb bunu görə pis,1,0
gözəldi,5,0
əla,5,0
əla,5,0
hacıqabul film yazdı yaxsi digər ela,5,0
işə çox yarıyır,5,0
gəncədə küçələri dəqiq tapa bilmir ancaq tanlnmış yerləri tapır  yenə də ən yaxşı naviqasiyadır ,5,0
endirimlərdən istifadə zamanı sürücülərin xəbəri olsun müştəri endirimdən istifadə edir sürücünün xəbəri olmursonra anlaşılmazlıq yaranır,3,0
dəff kimidir,5,0
sifarişdə aşağı qiymət qeyd edib ünvana çatanda yüksək qiymət alırsınız ona görə də sizin taksi xidmətinzə güvənmək olmaz,1,1
möhtəşəm,5,1
tətbiqə daxil olmur mədaxil etmək mümkün deyil tez bir zamanda bu roblemi həll etməlisiniz məncə operativlik 0 səviyyəsindədir00000,1,2
salam vetiralik vereqesi ile elde etmek mumkundu xais tez cavab vererdiniz,5,0
salam mən necə hədiyyə qazanım xahiş edirəm göndərində bəs deyirsiz hədiyyə verirsiz,2,0
əla,5,0
çox gözəl proqramdır,5,0
əla çox suuper punu yaradan şəxsin allah köməyi olsun ,5,0
salam mənə mesaj yazırlar amma mən yaza bilmirəm niyə,1,0
salam kartın üzərində balansda olan məbləğ görsənmir necə edə bilırəm,5,0
əla,5,0
cox gozel,5,0
dünyanın ennnn pis pragramidi buna görə 999 manatım getdi ah,5,0
salam fin nömrəsi ilə qeydiyyatdan keçə bilmirəm özü də ki beynəlxalq bankın neçə tətbiqi var iba mobil bank adlı tətbiq də var hansı ilə qeydiyyatdan keçməliyəm,4,0
tez tez xəta baş verdi yazir,1,1
əla,5,0
əladı müştərilərə sərfəlidi,5,9
əla,5,0
əla,5,0
cox gozəl,1,0
əla tətbiqdi,5,0
gözəl tətbiqdisadəcə olaraq qeyri iş günlərisaatları əksər hallarda işləmirbəli elə bu gün birbank vasitəsiylə balansımı artırmaq istədim amma dəfələrlə cəht etdiyim halda mümkün olmadı,5,1
əla,5,0
hər şey əladır amma bundan əvvəl mən hesabazdan istifadə edirdim orada mənim komunallarımdan gələn borc bildirişlərim əvvəlcədən xəbərdarlıq kimi görsənirdi burada da olsa əla olar təşəkkür edirəm xahiş edirəm cavablayın əgər mümkünsə burada da borc bildirişini əvvəlcədən tətbiq edin,4,0
rəyləri oxudum  tətbiqi bəyənənlər də var bəyənməyənlər də bəyənməyənlər nədən bəyənmədi bilmirəm şəxsən mən raziyam  əladi  gözəldi ,5,1
men 2ci defedi bolt tetbiq etmesinde promo kod yalnis bildirisi aldigim ucun sizin oz hesabiniza sikayeti gondermisemhetta ekranin skren edib yazib gondermisemama mene etrafli bir izah vermirsiz xahis edirem artiq derecede gonderdiyim sikayete baxasiniz ve bunun bir izahli cavabin veresiniz mende bilim işimisizden cavab gozleyirem,5,12
möhtəşəm,5,0
əla,5,0
əla,5,0
bu proqrama girenecen bakıya piyada gedib gəlmək olar 0,1,0
bu proqrami yaradanin allah canini sag etsin var olsunlar proqram maqistral yolda da duzgun isleyir ve unvan nedirse ora catdirir coxdandir istifade edirem tam raziyam,5,1
kartdanimdən tətbiqdən istifadə etmədiyim haqda pul çıxılır və heç bir yerdən əlaqə saxlamaq mümkün deyil şirkətləkartımı simdirmək üçün gərək ofis axtarım ya kart dəyişdirim,1,1
əla,5,0
bu proqramı yükləyən kimi konturun çıxdı cooox pis ,1,0
bele davam,5,0
əla olub,5,0
daha tez alfim,5,0
bu nedi bele siz niye bele edirsiz meqsed nedirki  bu proqrami niye silmirsiz kartımı 3 dəfə əlavə elədim heçnə olmur göstərmir kart  yazlır əlavə olunmuş kart yoxdur,1,0
promocode rosu96 her sifaris ucun 6 azn,5,11
əla,5,0
əla qəşəydi bəyəndim ,5,0
pis deyil,5,2
çox yaxşı proqramdı nömrəni asanlıqla burdan idarə etmək olur,5,0
əla,5,0
salam mən proqrama daxil ola bilmirəm,3,0
bahadır və ancaq prius gəlirr,1,0
iki gundur program yavas isleyir bezdim daha onun dərdindən necə defem silib yenidən yuklemisem gene yavas isleyir duzeldmenizi tələb edirem,1,5
əladır,5,0
çox qəşənkdi,5,0
cox gozel,5,0
əla,5,0
əla,5,1
çox qeşeng,5,0
yaxşıdı donması olmasa super olar,3,0
əla tədbiqdi,5,0
hələki xidmətdən razıyam,5,0
çoooooox gözəl proqramdır ,5,0
əla,5,0
yaxşıdır ama bir şey pisdir ordakıeqabayiti az verlir,5,0
çox əla,5,0
ödənişləri asanlıqla etmək olur,5,0
yaxsi,4,0
ən çox bəyəndiyim a kart üstünlüyünün olmasıdır ,5,50
təşəkkür edirəm,5,0
əla,5,0
yeni güncəlləmə gəlsin əladır,5,0
bəyənilsin,5,0
rabitə bank sildim yuklıdimm girmir yenə niyə,1,0
razı qaldim,1,0
könüllü,5,0
əla,5,0
gözəl proqramdı təşəkkürlər,5,0
əla,5,0
super tətbiqidiryükləməyə dəyər,5,0
cox adam deyir iwdemir amma yanilirsiz iwdeyir evvelce vpn sondurun vpnla iwlemezde,5,0
əla,5,0
xidmet sifir,1,1
yaxsi,5,0
niyə yüklenmir program ,1,0
cox superdi set zeif olanda isleyir esrarengsiz cox xosum gəldi,5,0
könüllü,5,0
ela proqramdi,5,0
hələki ciddi prablemlə qarşılaşmamışam,5,0
çox faydalidir,5,0
əla,5,0
bölgələrdə işə yarayır,5,0
əla,5,0
otp kodun avtomatik sistemə oturması mənfi cəhətdirməndən bu mənfi cəhətin hesabına 466229manat pul çəkdilərbu kod mən təsdiq etmədən oturmalı deyil,1,0
əla,5,0
cox pis kontur yukleyisen konturu gostərmir deye internet vurmaq olmur mecbur kredit gotururem agli olan programi yuklemez mən niyə her internet yuklediyimizde niye kredit almaliyiq burnunuzdan gelsin bir ulduz bele coxdu proqraminiza haraminiz olsun,1,13
əla,5,0
cox əla,5,1
bu proqramı necə blok edim birdə çıxmasın reklamları lənət olsun sizin proqramada xidmətədə reklamınızada ən pis təhqirləridə yazıram şikayət edirəm yenə çıxır bu lənətə gəlmiş matişka reklamı rəddd olunnnnn ,1,41
əla,5,0
aldadirsiz camaati belə olmaz internet paketi götrmşdm 1 aylk 1 həfdə keçb mbm bitb deye gece limitsizim işelmrhalbuki 1 ayn sonuna qədər işlemelidi,1,0
əla,5,0
"mən burdan faydalandım superdi amma yükləməmişəm amma yaxınlar deyir ki 
superdi ",5,0
çox gözə,5,0
yaxşı azercell,5,0
əla,5,0
əlhəmdulilləh gözəl proqramdır,5,0
ela proqramdır edvini geri ala bilirem çox super,5,0
işimə gəldi,5,0
ömrümə günüçə girmisiz hər yerdə reklamıvız youtubea girirəm yönləndirir bura sizin cashbackivizə,1,0
əla,5,0
mükəmməlsiz,5,0
çox səviyyəsiz xidmət edir,1,1
proqram işləmir qeydiyyatdan kecmək isdəyirəm deyir müvəqqəti problem var nəzarət edin,3,0
çox gözəl,5,0
bir köpüklük tətbiq deyil tətbiqi açırsan 3 saata yüklənir sonra da yazılır yenidən cəhd edin menyunun yarısı yüklənir yarısı yüklənmir d,1,2
tədbiqə daxil ola bilmirdim rəy yazdım izah etdilər və artıq rahatlıqla istifadə edə bilirəm təşəkkür edirəm problem operativ qaydada həll olundu,5,0
yükləməyin insanlarla məzələnirlər sürücüləri seçərkən bir maraqlanında kimdir nəçidir,1,0
bu necə bir şeydi e baş aça bilmirəm əməliyyat aparmaq olmur nədəki programa daxili olmağ olmur dairə fırlanafirlana qalır açmır əməliyyat aparanda da eyn şey olur xaiş edirem ya düzəldin yadaki bir əlac tapinda day bezdiy e bu nədi axi,3,0
yaxşidir ama iki kartı birdən idarə etmək olsa daha yaxşı olardi,5,0
çox,5,0
çox pis,1,0
ipoteka kreditlərini əlavə edin başqa bankların adına olan ödəniş edə bilək zəhmət olmasa,5,0
bir katrla bağlı məlumatı bir bankdan öyrənə bilərəmmi,5,0
yaxşıdı,5,1
işləməyə dəyər,5,0
pasa bank kartinan qeydiyyatdan kecmir ,5,0
əla proqramdır,5,0
əla,5,0
yaxşı,5,0
salam bu gələn pul tədbikdə niyə görsədimir ki pul karta köcüb kartı salırsan bakamata pul var ama tədibiqin özdə karta pul görsədimir,2,0
salam menim maas kartimdan medaxil daxil olma cixma basqq nomraya gedirxais ediram bununla bagli komay edin,1,6
mən nece yoxlayim kartin bitme vaxdın ,5,0
çox əlverişli,4,0
əla,5,0
adiləsib taksilər,2,13
əla,5,0
pragram cox yaxsido zeng etmeden rahat sekilde sifaris edirsen diger taksi xitmetleri kimi deyl oz yerivi durub 2 saat deyesen ki burdayam ve ya hara getdiyivi bawa salana qeder gec olur amma bolt daha rahat cox serfeli bir taksi xidmetidi yaxsi ki bele bir wirket var var olsunlar ,5,0
nəyə görə bu proqram birincidən yaxşı açır sonradan vəssalam heç nə açmır nəyə görə belədir bilmirəm niyə  çox xaiş edirəm bu problemi aradan qaldırın çox xahiş edirəm heç nə etmək olmur bu praqramsız yenədə çox sağolun,5,0
əladı amma gec gəlir alıcı,5,0
əla,5,0
cox gozel,5,0
bu yenilik gozeldi,4,0
proqrama giris duzgun islemir,1,0
cox ela bir proqramdir,5,0
gözel tetbiqdi əsasən nəğd ödeniş üsulu çox yaxşıdı,5,0
yeni nömrələrdəmi set zifdiryoxsa bu prablem təkcə məndədir,5,3
mən çox razıyam,5,0
nomre kime mexsus oldugunu nar bilek olur ya yox,5,0
oz ozune balansadan pul cixir 1 qepiklik deyil faizi de coxdur 10 faiz kartan karta bele kart olar,1,0
əla,5,0
əla,5,0
bu nədieee neçə gündu proqrama girə bilmirəm abb yazılır donub qalır,1,0
əladı 50gb qazandm,5,0
əla,5,0
bu proqramın xətaların düzəldən olacaq ya yox bir əməliyyat edən kimi donur 5 saat işləmir yoxsa pulunuz çatmır təmir etdirməyə,1,0
əladır superdi birdənə şikayət etməyə operator yoxdu əsəbləşirəm,5,1
salam bir bankda bildiriw geldiki wexsi melumatlar yerine emailnizi yazin bonus urek qazanin yazdim ama urek verilmedi niye,5,0
ellekum salam necesiz netersüz neyniyürsüz hava neterdi mendes bele dana danalarima baxıram haaaaahahahhaha,5,0
interfeysi yaxşıdır amma çox ləng işləyir,3,0
yaxşıdı ama pisdi,1,0
yığılan məbləği başqa karta atmaq olmurnəzarət edən yoxdu o qədər şikayətə rəğmən,1,0
bonuslari internet ve ya azercell deqiqeleri ile de deyismek olsa super olardi yenede elinize emeyinize sagliq,5,2
əla proqramdır,5,0
açılmır nömrəmi yazıram deyir sefdi bunu düzəldin,3,0
əladır,5,0
çox pis tətbiqdir,1,0
birbankdan razi idim son zamanlar yaxşı islemirserverde xeta baş verdi yazirniye xahis edirem komeklik gorsedin ,3,1
yaxşıdı əlaa ,5,0
yaxşı,5,3
bu tetbiq bir sözlə superdi,5,0
çox bərbad,1,0
tetbiqden raziyamqara tema gelse lap ela olar,5,0
əla,5,0
cox gozel programdi mts kimi eynen 2 nar nomrem var 2side idare ede bilirem eyni vaxtda tesekkurler narmobile,5,0
çox eladı,5,0
artıq bir neçe defedir ki sifariş verildikde olan qiymet yekunda bir neçe manat çox olur,1,4
proqram deyişdirildi yazır və açmır,2,2
əla,5,0
cox pis isleyir bankin nufuzuna xeleldi bele olmaz e pox kimi isleyir,1,0
tətbiqə giriş yoxdur,1,0
çox yaxsi bir programdi bunun kimisini gormedim,5,0
cox pıs olub,1,0
mən sevdim düzdür sadəcə 100 dəqiqə verdiniz mən mb gözləyirdim amma buna da şükür balansım və digərləri haqqında ətraflı məlumat alıram təşəkkürlərnar smaylı tapmadım,5,7
yaxşı oyundu oturaraq hücum etmək mənə görə deyil,5,1
könüllü,5,0
çox gözel proqramdı,5,0
bunların proqramı ilə holcim sement bonusun yüklədim nə qədər vardısa ləğv edildi sonra 45 azn pul var istifadədə nə yükləyə bilirəm nə köçürə bilirəm bir ulduz belə çoxdu bunlara əsl maşenniklik üsulu tapıb camaatı aldadırlar,1,15
əla,5,0
əladir,5,0
salam mən tətbiqdən çıxmışam yenidən kartla qeydiyyatdan keçə bilmirəmyazirki artıq siz qeydiyyatdan kecmisinizama istifadə edə bilmirəm,1,0
əla,5,0
prablemi coxdur balans gorsedmir hemde men maas kartimla aca bilmirem problem praqramdadi kartda problem yoxdur,5,0
yaxsi,5,0
əla,5,0
burdan birkat zakas verdim elaqe saxlayib deyecekler,1,0
cox mükəmməl bank,5,0
niye işləmir proqram  əsəblərim oynadı pul köçürə bilmirəm tətbiq tutulub qalır göstərmir balansdan başqa hecneyi,1,0
islərimi asanlasdırır,4,0
razıyam,5,0
ela proqramdi,1,0
yaxşıdır,4,0
məsləhət görmürəm cavab vermədilər bad,1,17
xayiş edirəm pirsep səyfəsi yardlsın ,5,1
eladir,5,0
cox gözeldir kapaniyanın vaxtını cox eləsələr boba olar,5,0
hər şey əladı bircə androidlərdə nfci aktiv etsələr əla olar,5,1
əla,5,0
yaxsi,5,0
çox raziyam bolt xidmətindən,5,1
əla,5,0
çox gözəl tətbiqdən hamı yüklesin,5,0
əla proqramdır,5,0
niyə mən bir elanları qayıdıb  qayıdıb təzədən görməliyəm  başqa elan yoxdur,1,19
yaxsi,4,0
cox gözəldir,5,0
mən yuklədm ama deyr kod qoy anlamadim komek edinda,5,0
salam men kartın kod yazıram amma kartın şifresin birde telefon nömremi amma qeydiyatdan kece bilmirem,1,0
əla,5,0
əla dır,1,0
yaxsidir arada donmalar olmasa lap yaxsi olar,4,0
çox gozel,5,0
əla,5,0
son güncəlləmədən sonra tətbiqə daxil ola bilmirəm daxil olandan 5nsaniyə sonra atır öz özündən xahiş edirəm problemi nəzərə alasınız təşəkkürlər,2,0
çhox pis olub baxmaq olmur elanlara ne qeder insan izleyir yegane sayt idiki beyenirdim onunda zayini çixardiz pullu elemisiz çox az insan görür heç kim pul yüklemesin elana göre belke evvelki veziyyetine qaytararlar ,1,3
tək bir söz ilə mükəmməl,5,0
əla,5,0
mən bəyənirəm,5,0
çox yaxşı programdır,5,0
əladir,5,0
əla,5,6
ise yarayir,5,0
əla,5,0
hər şey yaxşıdıramma mən vurduğum məbləğ gözləyən məbləğdə qalırbalansa oturmurzəhmət olmasa baxardınız,5,0
çox qəşəy proqramdı ,5,0
əla hər şey qaydasında,5,0
əladır,5,0
salam men edvi geri almaqdan otru buna qeydiyatdan kece bilmirem iwlemir xahis edirem komek edin,1,0
əla,5,0
